neighborhood_code,exposure_month,landsat,modis,era5,trmm,persiann,landsat-7
258001,2018_11,NaN,36.19106817043484,25.17132989932316,0.03629932925105095,3.218294254193703,36.27680463055972
258001,2018_12,32.4670435734215,38.67897765484382,29.711510623943575,0.06945545226335526,6.3308652995094175,43.85391892183367
258001,2019_01,40.42562535812432,32.03250067605383,26.735010290974046,0.14707043766975403,6.750095549129671,33.034526879659
258001,2019_02,40.55961277061189,29.11686789933186,26.6722225294327,0.19478417932987213,10.469816465462957,33.799891737175265
258001,2019_03,31.803450402829366,28.781796163369723,27.10809981850038,0.09326260536909103,4.361374166703993,31.746784972878356
258001,2019_04,32.2258309828751,26.70965117624398,23.913582554471265,0.08130209147930145,3.2001552085081735,31.39362113426506
258001,2019_05,30.45754761688434,25.88088732051707,22.126091850200943,0.011443189345300198,0.0,31.34165608164509
258001,2019_06,24.127486873677793,24.21292941309449,20.225501792006575,0.010035714134573936,0.25175078709920246,25.940069300196356
258001,2019_07,30.832667916020586,25.28035046002412,21.207445488461044,0.0061070905067026615,0.0,28.015581625163232
258001,2019_08,29.33091331110602,28.201839845835448,23.198564553828948,0.008531567640602589,1.2964274806361045,30.86927712496605
258001,2019_09,38.87703681334136,30.503731929930566,22.754202770686653,0.06008942425251007,2.82853635152181,37.204034790472164
258001,2019_10,35.13296214291328,34.26889614856899,25.127446331193706,0.060599006712436676,4.719715546215734,32.049685538850916
258001,2019_11,NaN,35.74376360826001,27.034624524772422,0.11714611947536469,7.318227954208851,44.82202579533193
258001,2019_12,54.662696304945854,34.75313865573959,26.548772149602588,0.14528554677963257,5.52400978822862,39.15472505487371
258001,2020_01,35.508672532442404,31.401834895725486,27.911723919504258,NaN,8.189740402083244,36.6200507095888
258001,2020_02,32.55020177053795,30.132030943614698,26.692695481351358,NaN,17.86167341059652,NaN
258001,2020_03,30.935423961557998,28.68482830258494,25.7838371786861,NaN,3.815829869239561,27.043422998528243
258001,2020_04,30.827648796562254,27.294344478516198,23.60181575469851,NaN,3.43168897430102,28.78819524442924
258001,2020_05,29.755294265710017,24.524050153634935,20.930124603840387,NaN,0.2481232343181487,26.421738543568242
258001,2020_06,23.26685039352674,22.994057702499557,18.911386894605588,NaN,1.378000020980835,21.789545232191184
258001,2020_07,26.908771234321716,23.00040533578675,18.823499481387238,NaN,0.0,22.56598316572955
258001,2020_08,22.40272806227393,26.461733368578322,20.94022243148935,NaN,0.7100166524610212,26.744824957801967
258001,2020_09,38.770545753688566,30.778293785595412,22.795500080994803,NaN,0.7351327538490295,31.65218157022163
258001,2020_10,41.46177940763184,34.5166768232039,24.167226576853714,NaN,3.709538598214426,36.27201335516406
258001,2020_11,NaN,38.03367308751876,27.84893431230006,NaN,3.355530224740505,33.52414402292855
258001,2020_12,44.400213389371615,36.79347254109244,27.19334107414827,NaN,10.079949421267356,42.809574195825704
258001,2021_01,40.71849760814591,34.46940554473091,26.41480072871102,NaN,17.095182153486437,37.242795024369265
258001,2021_02,32.83846324338901,25.287004643484902,25.497348713724215,NaN,25.423766959990775,31.602502658956972
258001,2021_03,34.10639868871664,28.761092392330923,25.510091732021465,NaN,7.9468753933906555,29.88248486779231
258001,2021_04,30.994228047861494,27.741790365495127,24.10923836862943,NaN,1.3611974666515987,28.23044651670584
258001,2021_05,NaN,24.959028219681723,21.51007982697626,NaN,0.5953604559744557,24.85438316708504
258001,2021_06,24.443557548292656,22.505716266871524,18.881296849195063,NaN,0.6004857818285624,20.78650518908176
258001,2021_07,24.248778014085204,23.740528783975773,19.2392999298097,NaN,0.0,19.02660341965812
258001,2021_08,NaN,26.72686184466247,21.15231112058422,NaN,0.6977223484746872,24.960124425902677
258001,2021_09,40.69178107820396,34.986494478618745,22.988638867791146,NaN,0.658940722544988,34.069685745312384
258001,2021_10,42.27445504911372,35.7895377001571,23.20686360428121,NaN,3.912206345027493,30.748686278114256
258001,2021_11,14.025294303259654,31.801123746031063,25.78838748087115,NaN,6.581869048376878,34.39373163895664
258001,2021_12,35.458557684900825,35.57251747806557,27.26261627982654,NaN,11.89814539686326,31.78045579071627
258001,2022_01,38.38169217894175,27.581870865617024,26.792539614370202,NaN,7.188509274874964,28.73044121784519
