neighborhood_code,exposure_month,landsat,modis,era5,landsat-7, persiann
5,1/7/2020 00:00,17.75443582,27.97887446,27.1890185,24.5195195,23.64984057
5,1/8/2020 00:00,41.17227189,27.37193051,26.57462121,30.68432876,23.21923832
5,1/9/2020 00:00,35.48146749,27.51462572,26.47352649,NaN,36.7163667
5,1/10/2020 00:00,28.76072338,30.45317932,27.9513305,32.65103126,5.775546654
5,1/11/2020 00:00,34.98142047,31.03392728,27.27395814,35.94556179,0.298998707
5,1/12/2020 00:00,31.93233564,31.01029263,26.28899858,35.02744324,0.020376003
5,1/1/2021 00:00,36.38091285,32.32500832,26.10724226,34.68785823,0.01155357
5,1/2/2021 00:00,37.82617036,34.8424825,27.08265046,29.37544797,0.045229662
5,1/3/2021 00:00,49.17599485,36.52837827,27.75351447,33.67023116,0.022967859
5,1/4/2021 00:00,47.0558385,40.09335258,28.98056742,41.45931408,0.010814803
5,1/5/2021 00:00,42.56845722,36.05883459,28.8401791,44.78738834,0.071017275
5,1/6/2021 00:00,50.51780313,34.70867759,29.77068115,39.7286681,6.137850098
5,1/7/2021 00:00,40.80101403,29.54305543,28.58689155,34.41552972,16.92957371
5,1/8/2021 00:00,NaN,29.42621135,26.67089426,29.05721715,30.2193587
5,1/9/2021 00:00,31.49038371,29.0799602,27.33805739,28.55036413,23.09039539
5,1/10/2021 00:00,36.38788478,30.12409312,28.13747714,NaN,7.211246606
5,1/11/2021 00:00,32.24657078,31.5423198,28.51471286,33.60862828,0.421170565
5,1/12/2021 00:00,35.05149941,30.84892381,27.10942977,NaN,0.276233589
5,1/1/2022 00:00,40.47557971,31.92049076,27.10517351,26.63196657,0.020824146
5,1/2/2022 00:00,39.98587201,32.67596364,26.9420966,31.32654867,0.014408835
5,1/3/2022 00:00,40.74340819,34.55994134,27.49092335,36.53760929,0.065031834
7,1/11/2018 00:00,42.9153106,36.86959946,28.50041798,41.65962939,0.38396668
7,1/12/2018 00:00,42.03148818,37.01321064,26.2515868,42.18557439,0.023461605
7,1/1/2019 00:00,41.46903039,36.86536731,25.11274989,32.07872578,0.011235194
7,1/2/2019 00:00,41.756367,37.60577263,26.86245426,38.70344862,0.085274654
7,1/3/2019 00:00,49.44249765,41.71781583,27.18892184,48.63289477,0.101431383
7,1/4/2019 00:00,50.04209543,45.33583057,30.2663997,51.4517912,0.10279193
7,1/5/2019 00:00,52.39753141,45.07197226,29.05786989,50.71694551,0.010012523
7,1/6/2019 00:00,42.84849564,42.45344706,29.05201825,48.80322346,3.022112859
7,1/7/2019 00:00,49.51611956,39.09096611,28.53675129,45.58530267,10.17165575
7,1/8/2019 00:00,NaN,35.90700333,26.88058756,34.33850462,24.82108841
